Series ID,Series Title,Area Code,Area Level,Area Text,Occupation Code,Occupation Text,Job Characteristic Code,Job Characteristic Text,Work Level Code,Average Hourly Wage,Relative Standard Error
WMU00383001020000001500000007,Average hourly wage for computer and mathematical occupations,38300,Metro area,"Pittsburgh, PA",150000,Computer and Mathematical Occupations,0,All workers,7,28.47,6.5
WMU42000031020000001500000008,Average hourly wage for computer and mathematical occupations,4200003,Nonmetro area,Southern Pennsylvania nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,28.47,2.5
WMU00110201020000001500002300,Average hourly wage for computer and mathematical occupations,11020,Metro area,"Altoona, PA",150000,Computer and Mathematical Occupations,23,Union,0,28.45,8
WMU00291801020000001500000008,Average hourly wage for computer and mathematical occupations,29180,Metro area,"Lafayette, LA",150000,Computer and Mathematical Occupations,0,All workers,8,28.42,3.2
WMU00416201020000001500000007,Average hourly wage for computer and mathematical occupations,41620,Metro area,"Salt Lake City, UT",150000,Computer and Mathematical Occupations,0,All workers,7,28.42,2.7
WMU30000031020000001500000007,Average hourly wage for computer and mathematical occupations,3000003,Nonmetro area,Southwest Montana nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,28.4,2.6
WMU00310201020000001500000007,Average hourly wage for computer and mathematical occupations,31020,Metro area,"Longview, WA",150000,Computer and Mathematical Occupations,0,All workers,7,28.39,7.3
WMU02000021020000001500000007,Average hourly wage for computer and mathematical occupations,200002,Nonmetro area,Balance of Alaska nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,28.37,3.6
WMU00284201020000001500000007,Average hourly wage for computer and mathematical occupations,28420,Metro area,"Kennewick-Richland, WA",150000,Computer and Mathematical Occupations,0,All workers,7,28.36,2.6
WMU00124201020000001500000007,Average hourly wage for computer and mathematical occupations,12420,Metro area,"Austin-Round Rock, TX",150000,Computer and Mathematical Occupations,0,All workers,7,28.34,6.3
WMU00239001020000001500000008,Average hourly wage for computer and mathematical occupations,23900,Metro area,"Gettysburg, PA",150000,Computer and Mathematical Occupations,0,All workers,8,28.34,5.6
WMU16000041020000001500000008,Average hourly wage for computer and mathematical occupations,1600004,Nonmetro area,Southeast Idaho nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,28.34,4.4
WMU00162201020000001500000008,Average hourly wage for computer and mathematical occupations,16220,Metro area,"Casper, WY",150000,Computer and Mathematical Occupations,0,All workers,8,28.33,2.9
WMU00497401020000001500000007,Average hourly wage for computer and mathematical occupations,49740,Metro area,"Yuma, AZ",150000,Computer and Mathematical Occupations,0,All workers,7,28.33,2.8
WMU17000031020000001500002700,Average hourly wage for computer and mathematical occupations,1700003,Nonmetro area,East Central Illinois nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,28.32,2.9
WMU56000041020000001500002508,Average hourly wage for computer and mathematical occupations,5600004,Nonmetro area,Central-Southeast Wyoming nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,8,28.32,1.9
WMU00207001020000001500002400,Average hourly wage for computer and mathematical occupations,20700,Metro area,"East Stroudsburg, PA",150000,Computer and Mathematical Occupations,24,Nonunion,0,28.31,2.9
WMU00297001020000001500000008,Average hourly wage for computer and mathematical occupations,29700,Metro area,"Laredo, TX",150000,Computer and Mathematical Occupations,0,All workers,8,28.31,3.9
WMU08000021020000001500000008,Average hourly wage for computer and mathematical occupations,800002,Nonmetro area,Southwest Colorado nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,28.3,2.6
WMU00269801020000001500000007,Average hourly wage for computer and mathematical occupations,26980,Metro area,"Iowa City, IA",150000,Computer and Mathematical Occupations,0,All workers,7,28.28,4.4
WMU48000031020000001500000008,Average hourly wage for computer and mathematical occupations,4800003,Nonmetro area,Big Thicket Region of Texas nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,28.27,3.8
WMU00300201020000001500000008,Average hourly wage for computer and mathematical occupations,30020,Metro area,"Lawton, OK",150000,Computer and Mathematical Occupations,0,All workers,8,28.26,2.9
WMU00314601020000001500000007,Average hourly wage for computer and mathematical occupations,31460,Metro area,"Madera, CA",150000,Computer and Mathematical Occupations,0,All workers,7,28.26,2.1
WMU56000031020000001500002508,Average hourly wage for computer and mathematical occupations,5600003,Nonmetro area,Northeast Wyoming nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,8,28.22,4.4
WMU42000021020000001500000008,Average hourly wage for computer and mathematical occupations,4200002,Nonmetro area,Northern Pennsylvania nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,28.21,3.2
WMU00277801020000001500000008,Average hourly wage for computer and mathematical occupations,27780,Metro area,"Johnstown, PA",150000,Computer and Mathematical Occupations,0,All workers,8,28.18,5.9
WMU00301401020000001500000008,Average hourly wage for computer and mathematical occupations,30140,Metro area,"Lebanon, PA",150000,Computer and Mathematical Occupations,0,All workers,8,28.18,4.2
WMU42000011020000001500002400,Average hourly wage for computer and mathematical occupations,4200001,Nonmetro area,Western Pennsylvania nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,28.18,2.5
WMU00437801020000001500002300,Average hourly wage for computer and mathematical occupations,43780,Metro area,"South Bend-Mishawaka, IN-MI",150000,Computer and Mathematical Occupations,23,Union,0,28.17,9.5
WMU00223801020000001500000008,Average hourly wage for computer and mathematical occupations,22380,Metro area,"Flagstaff, AZ",150000,Computer and Mathematical Occupations,0,All workers,8,28.16,2.7
WMU00496201020000001500000008,Average hourly wage for computer and mathematical occupations,49620,Metro area,"York-Hanover, PA",150000,Computer and Mathematical Occupations,0,All workers,8,28.16,5.7
WMU00309801020000001500000008,Average hourly wage for computer and mathematical occupations,30980,Metro area,"Longview, TX",150000,Computer and Mathematical Occupations,0,All workers,8,28.14,5.1
WMU04000011020000001500002508,Average hourly wage for computer and mathematical occupations,400001,Nonmetro area,Arizona nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,8,28.14,1.7
WMU16000011020000001500002508,Average hourly wage for computer and mathematical occupations,1600001,Nonmetro area,Panhandle of Idaho nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,8,28.14,2.5
WMU00243001020000001500002507,Average hourly wage for computer and mathematical occupations,24300,Metro area,"Grand Junction, CO",150000,Computer and Mathematical Occupations,25,Full-time,7,28.12,3.8
WMU00142601020000001500000008,Average hourly wage for computer and mathematical occupations,14260,Metro area,"Boise City, ID",150000,Computer and Mathematical Occupations,0,All workers,8,28.11,4
WMU00411001020000001500000008,Average hourly wage for computer and mathematical occupations,41100,Metro area,"St. George, UT",150000,Computer and Mathematical Occupations,0,All workers,8,28.11,5.6
WMU00221401020000001500000008,Average hourly wage for computer and mathematical occupations,22140,Metro area,"Farmington, NM",150000,Computer and Mathematical Occupations,0,All workers,8,28.1,4
WMU00455001020000001500000008,Average hourly wage for computer and mathematical occupations,45500,Metro area,"Texarkana, TX-AR",150000,Computer and Mathematical Occupations,0,All workers,8,28.1,4.5
WMU26000021020000001500002300,Average hourly wage for computer and mathematical occupations,2600002,Nonmetro area,Northeast Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,28.08,19.2
WMU16000031020000001500000007,Average hourly wage for computer and mathematical occupations,1600003,Nonmetro area,South Central Idaho nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,28.07,4.8
WMU55000021020000001500002300,Average hourly wage for computer and mathematical occupations,5500002,Nonmetro area,Northeastern Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,28.07,9.2
WMU29000021020000001500000008,Average hourly wage for computer and mathematical occupations,2900002,Nonmetro area,North Missouri nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,28.06,4.6
WMU00201001020000001500000007,Average hourly wage for computer and mathematical occupations,20100,Metro area,"Dover, DE",150000,Computer and Mathematical Occupations,0,All workers,7,28.05,2.7
WMU37000041020000001500002700,Average hourly wage for computer and mathematical occupations,3700004,Nonmetro area,Mountain North Carolina nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,28.05,1.8
WMU00281401020000001500000007,Average hourly wage for computer and mathematical occupations,28140,Metro area,"Kansas City, MO-KS",150000,Computer and Mathematical Occupations,0,All workers,7,28.03,2.2
WMU00213001020000001500002300,Average hourly wage for computer and mathematical occupations,21300,Metro area,"Elmira, NY",150000,Computer and Mathematical Occupations,23,Union,0,28.02,4.6
WMU36000011020000001500000008,Average hourly wage for computer and mathematical occupations,3600001,Nonmetro area,Capital/Northern New York nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,28.01,2.8
WMU00185801020000001500000008,Average hourly wage for computer and mathematical occupations,18580,Metro area,"Corpus Christi, TX",150000,Computer and Mathematical Occupations,0,All workers,8,27.99,3.4
WMU00129801020000001500000007,Average hourly wage for computer and mathematical occupations,12980,Metro area,"Battle Creek, MI",150000,Computer and Mathematical Occupations,0,All workers,7,27.98,5.8
WMU00411801020000001500000007,Average hourly wage for computer and mathematical occupations,41180,Metro area,"St. Louis, MO-IL",150000,Computer and Mathematical Occupations,0,All workers,7,27.98,3.1
WMU17000011020000001500002300,Average hourly wage for computer and mathematical occupations,1700001,Nonmetro area,Northwest Illinois nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,27.98,9.8
WMU00473001020000001500000007,Average hourly wage for computer and mathematical occupations,47300,Metro area,"Visalia-Porterville, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.97,3.7
WMU00346201020000001500002300,Average hourly wage for computer and mathematical occupations,34620,Metro area,"Muncie, IN",150000,Computer and Mathematical Occupations,23,Union,0,27.96,6.8
WMU00397401020000001500000007,Average hourly wage for computer and mathematical occupations,39740,Metro area,"Reading, PA",150000,Computer and Mathematical Occupations,0,All workers,7,27.96,7
WMU00303001020000001500000008,Average hourly wage for computer and mathematical occupations,30300,Metro area,"Lewiston, ID-WA",150000,Computer and Mathematical Occupations,0,All workers,8,27.95,4.8
WMU36000021020000001500002300,Average hourly wage for computer and mathematical occupations,3600002,Nonmetro area,East Central New York nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,27.94,8.1
WMU00465201020000001500000007,Average hourly wage for computer and mathematical occupations,46520,Metro area,"Urban Honolulu, HI",150000,Computer and Mathematical Occupations,0,All workers,7,27.93,3.4
WMU00299401020000001500000007,Average hourly wage for computer and mathematical occupations,29940,Metro area,"Lawrence, KS",150000,Computer and Mathematical Occupations,0,All workers,7,27.92,2.8
WMU00385401020000001500000008,Average hourly wage for computer and mathematical occupations,38540,Metro area,"Pocatello, ID",150000,Computer and Mathematical Occupations,0,All workers,8,27.92,3.5
WMU00137401020000001500000008,Average hourly wage for computer and mathematical occupations,13740,Metro area,"Billings, MT",150000,Computer and Mathematical Occupations,0,All workers,8,27.91,3.2
WMU00215001020000001500000008,Average hourly wage for computer and mathematical occupations,21500,Metro area,"Erie, PA",150000,Computer and Mathematical Occupations,0,All workers,8,27.91,4.1
WMU00399001020000001500002507,Average hourly wage for computer and mathematical occupations,39900,Metro area,"Reno, NV",150000,Computer and Mathematical Occupations,25,Full-time,7,27.9,3.3
WMU00223801020000001500002507,Average hourly wage for computer and mathematical occupations,22380,Metro area,"Flagstaff, AZ",150000,Computer and Mathematical Occupations,25,Full-time,7,27.89,1.9
WMU48000061020000001500000008,Average hourly wage for computer and mathematical occupations,4800006,Nonmetro area,Coastal Plains Region of Texas nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.89,4.6
WMU00365401020000001500000007,Average hourly wage for computer and mathematical occupations,36540,Metro area,"Omaha-Council Bluffs, NE-IA",150000,Computer and Mathematical Occupations,0,All workers,7,27.88,2.6
WMU00411401020000001500000007,Average hourly wage for computer and mathematical occupations,41140,Metro area,"St. Joseph, MO-KS",150000,Computer and Mathematical Occupations,0,All workers,7,27.88,2.6
WMU00716541020000001500000007,Average hourly wage for computer and mathematical occupations,71654,Metro area,"Boston-Cambridge-Newton, MA NECTA Division",150000,Computer and Mathematical Occupations,0,All workers,7,27.88,2.8
WMU00731041020000001500000007,Average hourly wage for computer and mathematical occupations,73104,Metro area,"Framingham, MA NECTA Division",150000,Computer and Mathematical Occupations,0,All workers,7,27.87,4
WMU00337001020000001500000007,Average hourly wage for computer and mathematical occupations,33700,Metro area,"Modesto, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.86,2.9
WMU26000011020000001500002800,Average hourly wage for computer and mathematical occupations,2600001,Nonmetro area,Upper Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,28,Incentive-based pay,0,27.86,15.9
WMU46000021020000001500000008,Average hourly wage for computer and mathematical occupations,4600002,Nonmetro area,East South Dakota nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.86,4.8
WMU00176601020000001500000008,Average hourly wage for computer and mathematical occupations,17660,Metro area,"Coeur d'Alene, ID",150000,Computer and Mathematical Occupations,0,All workers,8,27.85,6.2
WMU00243001020000001500000007,Average hourly wage for computer and mathematical occupations,24300,Metro area,"Grand Junction, CO",150000,Computer and Mathematical Occupations,0,All workers,7,27.85,3.8
WMU00301401020000001500002300,Average hourly wage for computer and mathematical occupations,30140,Metro area,"Lebanon, PA",150000,Computer and Mathematical Occupations,23,Union,0,27.85,6.1
WMU00439001020000001500000009,Average hourly wage for computer and mathematical occupations,43900,Metro area,"Spartanburg, SC",150000,Computer and Mathematical Occupations,0,All workers,9,27.85,10.9
WMU00261401020000001500002700,Average hourly wage for computer and mathematical occupations,26140,Metro area,"Homosassa Springs, FL",150000,Computer and Mathematical Occupations,27,Time-based pay,0,27.84,6.6
WMU00105001020000001500002700,Average hourly wage for computer and mathematical occupations,10500,Metro area,"Albany, GA",150000,Computer and Mathematical Occupations,27,Time-based pay,0,27.82,3.5
WMU00142601020000001500002507,Average hourly wage for computer and mathematical occupations,14260,Metro area,"Boise City, ID",150000,Computer and Mathematical Occupations,25,Full-time,7,27.82,3.8
WMU00213401020000001500000008,Average hourly wage for computer and mathematical occupations,21340,Metro area,"El Paso, TX",150000,Computer and Mathematical Occupations,0,All workers,8,27.82,4.5
WMU00422001020000001500000007,Average hourly wage for computer and mathematical occupations,42200,Metro area,"Santa Maria-Santa Barbara, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.82,3.4
WMU22000021020000001500000008,Average hourly wage for computer and mathematical occupations,2200002,Nonmetro area,Central Louisiana nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.82,3.2
WMU00194601020000001500000007,Average hourly wage for computer and mathematical occupations,19460,Metro area,"Decatur, AL",150000,Computer and Mathematical Occupations,0,All workers,7,27.8,7.1
WMU00294201020000001500002508,Average hourly wage for computer and mathematical occupations,29420,Metro area,"Lake Havasu City-Kingman, AZ",150000,Computer and Mathematical Occupations,25,Full-time,8,27.8,4.5
WMU48000041020000001500000008,Average hourly wage for computer and mathematical occupations,4800004,Nonmetro area,Hill Country Region of Texas nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.8,3.1
WMU00425401020000001500002300,Average hourly wage for computer and mathematical occupations,42540,Metro area,"Scranton--Wilkes-Barre--Hazleton, PA",150000,Computer and Mathematical Occupations,23,Union,0,27.79,6.1
WMU00488641020000001500000007,Average hourly wage for computer and mathematical occupations,48864,Metro area,"Wilmington, DE-MD-NJ Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,7,27.79,2.3
WMU36000011020000001500002400,Average hourly wage for computer and mathematical occupations,3600001,Nonmetro area,Capital/Northern New York nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,27.79,2.6
WMU00125401020000001500000007,Average hourly wage for computer and mathematical occupations,12540,Metro area,"Bakersfield, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.78,3.6
WMU00160601020000001500002400,Average hourly wage for computer and mathematical occupations,16060,Metro area,"Carbondale-Marion, IL",150000,Computer and Mathematical Occupations,24,Nonunion,0,27.78,2.7
WMU00475801020000001500000007,Average hourly wage for computer and mathematical occupations,47580,Metro area,"Warner Robins, GA",150000,Computer and Mathematical Occupations,0,All workers,7,27.78,5
WMU00399001020000001500000007,Average hourly wage for computer and mathematical occupations,39900,Metro area,"Reno, NV",150000,Computer and Mathematical Occupations,0,All workers,7,27.75,3.4
WMU00458201020000001500000007,Average hourly wage for computer and mathematical occupations,45820,Metro area,"Topeka, KS",150000,Computer and Mathematical Occupations,0,All workers,7,27.75,1.8
WMU00389001020000001500000007,Average hourly wage for computer and mathematical occupations,38900,Metro area,"Portland-Vancouver-Hillsboro, OR-WA",150000,Computer and Mathematical Occupations,0,All workers,7,27.72,3
WMU00417401020000001500000007,Average hourly wage for computer and mathematical occupations,41740,Metro area,"San Diego-Carlsbad, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.72,2.7
WMU18000021020000001500002400,Average hourly wage for computer and mathematical occupations,1800002,Nonmetro area,Central Indiana nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,27.72,2.1
WMU55000011020000001500000008,Average hourly wage for computer and mathematical occupations,5500001,Nonmetro area,Northwestern Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.72,3.6
WMU00112601020000001500000007,Average hourly wage for computer and mathematical occupations,11260,Metro area,"Anchorage, AK",150000,Computer and Mathematical Occupations,0,All workers,7,27.71,3.4
WMU00487001020000001500000007,Average hourly wage for computer and mathematical occupations,48700,Metro area,"Williamsport, PA",150000,Computer and Mathematical Occupations,0,All workers,7,27.71,9.7
WMU26000041020000001500002300,Average hourly wage for computer and mathematical occupations,2600004,Nonmetro area,Balance of Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,27.7,10.4
WMU29000041020000001500000007,Average hourly wage for computer and mathematical occupations,2900004,Nonmetro area,Southwest Missouri nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.7,3.4
WMU00187001020000001500000007,Average hourly wage for computer and mathematical occupations,18700,Metro area,"Corvallis, OR",150000,Computer and Mathematical Occupations,0,All workers,7,27.69,4
WMU00223801020000001500000007,Average hourly wage for computer and mathematical occupations,22380,Metro area,"Flagstaff, AZ",150000,Computer and Mathematical Occupations,0,All workers,7,27.69,1.9
WMU00332601020000001500000007,Average hourly wage for computer and mathematical occupations,33260,Metro area,"Midland, TX",150000,Computer and Mathematical Occupations,0,All workers,7,27.69,9.5
WMU00393401020000001500002507,Average hourly wage for computer and mathematical occupations,39340,Metro area,"Provo-Orem, UT",150000,Computer and Mathematical Occupations,25,Full-time,7,27.69,3.3
WMU00160601020000001500002700,Average hourly wage for computer and mathematical occupations,16060,Metro area,"Carbondale-Marion, IL",150000,Computer and Mathematical Occupations,27,Time-based pay,0,27.68,2.5
WMU40000031020000001500000008,Average hourly wage for computer and mathematical occupations,4000003,Nonmetro area,Southwest Oklahoma nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.68,3.6
WMU00158041020000001500000007,Average hourly wage for computer and mathematical occupations,15804,Metro area,"Camden, NJ Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,7,27.67,4.4
WMU38000021020000001500000007,Average hourly wage for computer and mathematical occupations,3800002,Nonmetro area,West Central North Dakota nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.67,1.9
WMU56000041020000001500000008,Average hourly wage for computer and mathematical occupations,5600004,Nonmetro area,Central-Southeast Wyoming nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.67,2.9
WMU04000011020000001500000008,Average hourly wage for computer and mathematical occupations,400001,Nonmetro area,Arizona nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.66,2.4
WMU27000031020000001500000007,Average hourly wage for computer and mathematical occupations,2700003,Nonmetro area,Southwest Minnesota nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.66,3.4
WMU00416601020000001500000008,Average hourly wage for computer and mathematical occupations,41660,Metro area,"San Angelo, TX",150000,Computer and Mathematical Occupations,0,All workers,8,27.65,5.4
WMU30000021020000001500002508,Average hourly wage for computer and mathematical occupations,3000002,Nonmetro area,Central Montana nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,8,27.65,0.9
WMU00202601020000001500000007,Average hourly wage for computer and mathematical occupations,20260,Metro area,"Duluth, MN-WI",150000,Computer and Mathematical Occupations,0,All workers,7,27.64,2.2
WMU00416201020000001500002600,Average hourly wage for computer and mathematical occupations,41620,Metro area,"Salt Lake City, UT",150000,Computer and Mathematical Occupations,26,Part-time,0,27.64,5
WMU00734501020000001500000007,Average hourly wage for computer and mathematical occupations,73450,Metro area,"Hartford-West Hartford-East Hartford, CT",150000,Computer and Mathematical Occupations,0,All workers,7,27.64,3.3
WMU53000031020000001500000007,Average hourly wage for computer and mathematical occupations,5300003,Nonmetro area,Central Washington nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.64,3.7
WMU02000011020000001500000007,Average hourly wage for computer and mathematical occupations,200001,Nonmetro area,Southeast Alaska nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.61,7.6
WMU00134601020000001500000007,Average hourly wage for computer and mathematical occupations,13460,Metro area,"Bend-Redmond, OR",150000,Computer and Mathematical Occupations,0,All workers,7,27.6,4.5
WMU00297401020000001500002507,Average hourly wage for computer and mathematical occupations,29740,Metro area,"Las Cruces, NM",150000,Computer and Mathematical Occupations,25,Full-time,7,27.6,4.2
WMU39000031020000001500002300,Average hourly wage for computer and mathematical occupations,3900003,Nonmetro area,Eastern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,27.6,11
WMU00193401020000001500000007,Average hourly wage for computer and mathematical occupations,19340,Metro area,"Davenport-Moline-Rock Island, IA-IL",150000,Computer and Mathematical Occupations,0,All workers,7,27.59,2.8
WMU00472601020000001500000007,Average hourly wage for computer and mathematical occupations,47260,Metro area,"Virginia Beach-Norfolk-Newport News, VA-NC",150000,Computer and Mathematical Occupations,0,All workers,7,27.57,5.3
WMU35000021020000001500002507,Average hourly wage for computer and mathematical occupations,3500002,Nonmetro area,Eastern New Mexico nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,7,27.57,2.9
WMU00101801020000001500000008,Average hourly wage for computer and mathematical occupations,10180,Metro area,"Abilene, TX",150000,Computer and Mathematical Occupations,0,All workers,8,27.55,3.7
WMU00197401020000001500000006,Average hourly wage for computer and mathematical occupations,19740,Metro area,"Denver-Aurora-Lakewood, CO",150000,Computer and Mathematical Occupations,0,All workers,6,27.55,9
WMU00220201020000001500000007,Average hourly wage for computer and mathematical occupations,22020,Metro area,"Fargo, ND-MN",150000,Computer and Mathematical Occupations,0,All workers,7,27.55,2.2
WMU00145001020000001500002506,Average hourly wage for computer and mathematical occupations,14500,Metro area,"Boulder, CO",150000,Computer and Mathematical Occupations,25,Full-time,6,27.53,11.9
WMU00167401020000001500000007,Average hourly wage for computer and mathematical occupations,16740,Metro area,"Charlotte-Concord-Gastonia, NC-SC",150000,Computer and Mathematical Occupations,0,All workers,7,27.53,5.9
WMU18000021020000001500002700,Average hourly wage for computer and mathematical occupations,1800002,Nonmetro area,Central Indiana nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,27.53,2.2
WMU00293401020000001500000008,Average hourly wage for computer and mathematical occupations,29340,Metro area,"Lake Charles, LA",150000,Computer and Mathematical Occupations,0,All workers,8,27.51,6
WMU00400601020000001500000007,Average hourly wage for computer and mathematical occupations,40060,Metro area,"Richmond, VA",150000,Computer and Mathematical Occupations,0,All workers,7,27.51,5.3
WMU16000011020000001500000008,Average hourly wage for computer and mathematical occupations,1600001,Nonmetro area,Panhandle of Idaho nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.5,2.9
WMU32000011020000001500000007,Average hourly wage for computer and mathematical occupations,3200001,Nonmetro area,South Nevada nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.5,2.1
WMU00393401020000001500000007,Average hourly wage for computer and mathematical occupations,39340,Metro area,"Provo-Orem, UT",150000,Computer and Mathematical Occupations,0,All workers,7,27.48,3.3
WMU00447001020000001500000007,Average hourly wage for computer and mathematical occupations,44700,Metro area,"Stockton-Lodi, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.48,3.3
WMU00234201020000001500000007,Average hourly wage for computer and mathematical occupations,23420,Metro area,"Fresno, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.47,4
WMU00142601020000001500000007,Average hourly wage for computer and mathematical occupations,14260,Metro area,"Boise City, ID",150000,Computer and Mathematical Occupations,0,All workers,7,27.46,4
WMU00209401020000001500000007,Average hourly wage for computer and mathematical occupations,20940,Metro area,"El Centro, CA",150000,Computer and Mathematical Occupations,0,All workers,7,27.46,4.5
WMU30000021020000001500000008,Average hourly wage for computer and mathematical occupations,3000002,Nonmetro area,Central Montana nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.46,1.3
WMU00109001020000001500000007,Average hourly wage for computer and mathematical occupations,10900,Metro area,"Allentown-Bethlehem-Easton, PA-NJ",150000,Computer and Mathematical Occupations,0,All workers,7,27.45,5.7
WMU00297401020000001500000007,Average hourly wage for computer and mathematical occupations,29740,Metro area,"Las Cruces, NM",150000,Computer and Mathematical Occupations,0,All workers,7,27.39,4.2
WMU27000011020000001500000007,Average hourly wage for computer and mathematical occupations,2700001,Nonmetro area,Northwest Minnesota nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.39,2
WMU00350041020000001500000007,Average hourly wage for computer and mathematical occupations,35004,Metro area,"Nassau County-Suffolk County, NY Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,7,27.38,5.1
WMU00115401020000001500000007,Average hourly wage for computer and mathematical occupations,11540,Metro area,"Appleton, WI",150000,Computer and Mathematical Occupations,0,All workers,7,27.37,2.7
WMU35000021020000001500000008,Average hourly wage for computer and mathematical occupations,3500002,Nonmetro area,Eastern New Mexico nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,27.37,5.6
WMU00349801020000001500000007,Average hourly wage for computer and mathematical occupations,34980,Metro area,"Nashville-Davidson--Murfreesboro--Franklin, TN",150000,Computer and Mathematical Occupations,0,All workers,7,27.36,4.5
WMU00391401020000001500002507,Average hourly wage for computer and mathematical occupations,39140,Metro area,"Prescott, AZ",150000,Computer and Mathematical Occupations,25,Full-time,7,27.36,7.4
WMU00268201020000001500000007,Average hourly wage for computer and mathematical occupations,26820,Metro area,"Idaho Falls, ID",150000,Computer and Mathematical Occupations,0,All workers,7,27.34,4.4
WMU00298201020000001500002507,Average hourly wage for computer and mathematical occupations,29820,Metro area,"Las Vegas-Henderson-Paradise, NV",150000,Computer and Mathematical Occupations,25,Full-time,7,27.33,3.2
WMU00242201020000001500000007,Average hourly wage for computer and mathematical occupations,24220,Metro area,"Grand Forks, ND-MN",150000,Computer and Mathematical Occupations,0,All workers,7,27.32,2.7
WMU00483001020000001500000007,Average hourly wage for computer and mathematical occupations,48300,Metro area,"Wenatchee, WA",150000,Computer and Mathematical Occupations,0,All workers,7,27.31,2.7
WMU00141001020000001500000007,Average hourly wage for computer and mathematical occupations,14100,Metro area,"Bloomsburg-Berwick, PA",150000,Computer and Mathematical Occupations,0,All workers,7,27.3,9.1
WMU00335401020000001500000008,Average hourly wage for computer and mathematical occupations,33540,Metro area,"Missoula, MT",150000,Computer and Mathematical Occupations,0,All workers,8,27.3,5
WMU35000021020000001500000007,Average hourly wage for computer and mathematical occupations,3500002,Nonmetro area,Eastern New Mexico nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,7,27.3,2.9
